Brand,Description,SalePrice,OriginalPrice
SPRWMN,Top,285.0,634.1666666666666
STAND STUDIO,Top,145.0,290.0
STELLA JEAN,Top,183.125,388.0416666666667
STELLA McCARTNEY,Top,283.1842105263158,631.8421052631579
SUNDRY,Top,91.33333333333333,183.33333333333334
TALITHA,Top,173.0,432.38461538461536
TART COLLECTIONS,Top,54.75,95.0
TEMPERLEY LONDON,Top,261.0,567.0555555555555
THE GREAT.,Top,68.5,137.5
THE RANGE,Top,78.33333333333333,147.16666666666666
THE ROW,Top,556.0,1390.0
THEORY,Top,127.21052631578948,284.2105263157895
THOM BROWNE,Top,471.3333333333333,1253.3333333333333
TIBI,Top,176.09722222222223,404.30555555555554
TOM FORD,Top,773.1666666666666,1862.5
TOMAS MAIER,Top,218.33333333333334,528.3333333333334
TOME,Top,202.65217391304347,490.4347826086956
TORY BURCH,Top,174.85714285714286,380.7142857142857
ULLA JOHNSON,Top,213.0,482.0
VALENTINO,Top,532.5384615384615,1462.3076923076924
VANESSA BRUNO,Top,148.23529411764707,327.3529411764706
VANESSA BRUNO ATHE',Top,42.0,170.0
VELVET by GRAHAM & SPENCER,Top,70.0,140.0
VERONICA BEARD,Top,163.5909090909091,371.1363636363636
VERSACE,Top,259.3333333333333,690.8333333333334
VERSACE COLLECTION,Top,391.2,816.0
VERSUS VERSACE,Top,133.4,256.6666666666667
VICTORIA BECKHAM,Top,399.3333333333333,857.5555555555555
"VICTORIA, VICTORIA BECKHAM",Top,189.0,377.7826086956522
VILSHENKO,Top,208.0,440.0
VINCE.,Top,155.609756097561,275.7317073170732
VIVIENNE WESTWOOD,Top,351.5,747.5
W118 by WALTER BAKER,Top,77.2,168.66666666666666
WALTER BAKER,Top,95.16666666666667,190.0
WILDFOX,Top,66.5,133.0
WOLFORD,Top,113.16666666666667,181.25
YUMMIE by HEATHER THOMSON,Top,21.0,33.0
ZAC POSEN,Top,361.0,785.0
ZIMMERMANN,Top,291.0112359550562,569.6067415730337
ZOE KARSSEN,Top,37.8,91.0
ZUHAIR MURAD,Top,1057.0,2350.0
byTIMO,Top,107.5,235.0
ÊTRE CÉCILE,Top,65.5,129.25
