Brand,Category,OriginalPrice,SalePrice
ISABEL MARANT,Top,662.33,
ISABEL MARANT,Pants,796.67,
ISABEL MARANT ÉTOILE,Top,271.82,
ISABEL MARANT ÉTOILE,Jacket,400.0,
ISABEL MARANT ÉTOILE,Pants,278.33,
ISABEL MARANT ÉTOILE,Skirt,250.0,
J BRAND,Pants,611.91,
J BRAND,Top,192.5,
J.CREW,Top,81.15,
J.CREW,Skirt,157.5,
J.CREW,Pants,135.0,
JACQUEMUS,Pants,777.75,
JACQUEMUS,Dress,765.5,
JAMES PERSE,Pants,263.0,
JAMES PERSE,Top,132.83,
JAMES PERSE,Skirt,195.0,
JASON WU,Jacket,701.67,
JASON WU,Top,332.0,
JASON WU,Pants,532.0,
JENNY PACKHAM,Pants,1408.5,
JENNY PACKHAM,Top,1232.5,
JIL SANDER,Pants,720.0,
JIL SANDER,Skirt,670.0,
JIL SANDER,Top,731.25,
JIL SANDER,Dress,1290.0,
JIL SANDER,Jacket,1470.0,
JOHANNA ORTIZ,Pants,755.0,
JOHANNA ORTIZ,Skirt,712.0,
JOHANNA ORTIZ,Jacket,1755.0,
JOHANNA ORTIZ,Top,638.2,
JONATHAN SIMKHAI,Pants,515.0,
JONATHAN SIMKHAI,Top,475.0,
JONATHAN SIMKHAI,Skirt,513.0,
JOSEPH,Pants,566.82,
JOSEPH,Jacket,715.0,
JOSEPH,Top,371.88,
JOSEPH,Skirt,385.62,
KARL DONOGHUE,Jacket,1385.0,
KENZO,Pants,565.0,
KENZO,Top,229.44,
KENZO,Jacket,530.0,
KHAITE,Pants,1458.67,
KHAITE,Top,794.33,
KHAITE,Jacket,3765.0,
KHAITE,Skirt,937.0,
KIKI DE MONTPARNASSE,Top,415.0,
KSUBI,Jacket,257.5,
KSUBI,Top,105.0,
KSUBI,Skirt,206.0,
L'AGENCE,Pants,543.0,
L'AGENCE,Top,338.33,
L'AGENCE,Jacket,666.0,
L'AGENCE,Skirt,515.0,
LA LIGNE,Pants,432.0,
LA LIGNE,Top,135.4,
LELA ROSE,Dress,1494.0,
LELA ROSE,Pants,843.33,
LELA ROSE,Top,1041.8,
LEMLEM,Top,258.33,
LES RÊVERIES,Dress,727.0,
LISA MARIE FERNANDEZ,Skirt,560.0,
LOEWE,Pants,852.0,
LOEWE,Skirt,1284.29,
LOEWE,Jacket,2148.75,
LOEWE,Top,685.0,
LOVESHACKFANCY,Top,297.67,
M.I.H JEANS,Top,335.0,
MACKINTOSH,Jacket,1435.0,
MAGDA BUTRYM,Top,706.67,
MAGDA BUTRYM,Jacket,1705.0,
MAGDA BUTRYM,Pants,1117.5,
MAGGIE MARILYN,Top,262.5,
MAGGIE MARILYN,Pants,310.0,
MAGGIE MARILYN,Skirt,306.0,
MAISON MARGIELA,Jacket,1970.0,
MAISON MARGIELA,Skirt,720.0,
MAISON MARGIELA,Pants,675.0,
MAISON MARGIELA,Top,328.0,
MAJE,Pants,225.0,
MAJE,Skirt,227.5,
MAJE,Jacket,397.5,
MAJE,Top,195.0,
MANSUR GAVRIEL,Pants,415.0,
MANSUR GAVRIEL,Top,285.0,
MARC JACOBS,Top,747.5,
MARCHESA,Top,1619.0,
MARNI,Top,635.0,
MARNI,Skirt,1060.0,
MARNI,Jacket,2200.0,
MARNI,Pants,711.43,
MARQUES' ALMEIDA,Top,326.8,
MARQUES' ALMEIDA,Skirt,524.2,
MARQUES' ALMEIDA,Pants,581.67,
MARQUES' ALMEIDA,Jacket,1298.75,
MARY KATRANTZOU,Top,794.0,
MARY KATRANTZOU,Skirt,1082.0,
MARY KATRANTZOU,Pants,830.0,
MATTHEW ADAMS DOLAN,Top,595.2,
MATTHEW ADAMS DOLAN,Jacket,875.0,
MAX MARA,Top,295.0,
MES DEMOISELLES,Top,195.0,
MICHAEL KORS COLLECTION,Pants,857.78,
MICHAEL KORS COLLECTION,Jacket,1961.43,
MICHAEL KORS COLLECTION,Skirt,965.0,
MICHAEL KORS COLLECTION,Top,834.44,
MICHAEL LO SORDO,Top,496.2,
MICHAEL LO SORDO,Jacket,546.67,
MICHAEL LO SORDO,Pants,557.33,
MICHAEL LO SORDO,Skirt,466.0,
MICHAEL MICHAEL KORS,Pants,180.0,
MICHAEL MICHAEL KORS,Top,174.29,
MICHAEL MICHAEL KORS,Skirt,217.0,
MICHAEL MICHAEL KORS,Jacket,325.0,
MICHELLE MASON,Top,490.14,
MICHELLE MASON,Pants,616.5,
MICHELLE MASON,Skirt,579.0,
MIGUELINA,Top,350.17,
MIGUELINA,Skirt,497.25,
MIGUELINA,Pants,435.33,
MISSONI,Pants,1201.43,
MISSONI,Jacket,1546.67,
MISSONI,Skirt,1032.5,
MISSONI,Top,667.5,
MIU MIU,Top,749.2,
MIU MIU,Skirt,908.24,
MIU MIU,Pants,709.09,
MIU MIU,Jacket,1869.44,
MM6 MAISON MARGIELA,Jacket,780.83,
MM6 MAISON MARGIELA,Top,264.29,
MM6 MAISON MARGIELA,Pants,454.0,
MONSE,Jacket,2415.5,
MONSE,Pants,1214.71,
MONSE,Top,1366.6,
MOSCHINO,Skirt,421.67,
MOSCHINO,Pants,380.0,
MOSCHINO,Jacket,2235.0,
MOSCHINO,Top,367.0,
MOTHER,Skirt,266.0,
MOTHER OF PEARL,Jacket,615.25,
MOTHER OF PEARL,Skirt,474.33,
MOTHER OF PEARL,Top,387.9,
MOTHER OF PEARL,Pants,426.0,
MUGLER,Top,526.33,
MUGLER,Skirt,591.0,
MUGLER,Jacket,1645.5,
MUGLER,Pants,795.0,
NAEEM KHAN,Pants,1500.0,
NANUSHKA,Top,319.55,
NANUSHKA,Jacket,600.0,
NANUSHKA,Pants,356.88,
NANUSHKA,Skirt,345.0,
NEEDLE & THREAD,Top,250.0,
NICHOLAS,Top,337.4,
NICHOLAS,Skirt,415.0,
NICHOLAS,Pants,415.0,
NILI LOTAN,Pants,741.0,
NINETY PERCENT,Pants,126.0,
NINETY PERCENT,Skirt,57.5,
NINETY PERCENT,Top,76.11,
NOIR KEI NINOMIYA,Jacket,600.0,
NORMA KAMALI,Pants,193.14,
NORMA KAMALI,Top,109.0,
NORMA KAMALI,Jacket,224.5,
OLIVIA VON HALLE,Pants,495.0,
OSCAR DE LA RENTA,Top,2460.4,
OSCAR DE LA RENTA,Pants,1589.6,
OSCAR DE LA RENTA,Dress,3495.0,
OSCAR DE LA RENTA,Jacket,2139.0,
P.E NATION,Pants,200.0,
PACO RABANNE,Dress,850.0,
PACO RABANNE,Jacket,982.0,
PACO RABANNE,Skirt,970.0,
PACO RABANNE,Top,784.17,
PACO RABANNE,Pants,590.0,
PARADISED,Top,130.38,
PAUL & JOE,Top,308.0,
PAUL & JOE,Skirt,560.0,
PAUL & JOE,Pants,350.0,
PETAR PETROV,Pants,896.75,
PETAR PETROV,Skirt,1197.0,
PETAR PETROV,Top,792.25,
PETAR PETROV,Jacket,1298.25,
PETER PILOTTO,Pants,720.0,
PETER PILOTTO,Top,685.0,
PETER PILOTTO,Dress,1145.0,
PETER PILOTTO,Skirt,1397.5,
PETER PILOTTO,Jacket,1375.0,
PRADA,Top,790.0,
PRADA,Dress,3428.57,
PRADA,Skirt,1111.66,
PRADA,Jacket,1791.72,
PRADA,Pants,870.25,
PREEN LINE,Skirt,363.33,
PREEN LINE,Top,332.5,
PROENZA SCHOULER,Jacket,1840.0,
PROENZA SCHOULER,Pants,829.0,
PROENZA SCHOULER,Skirt,1207.86,
PROENZA SCHOULER,Top,794.11,
PROENZA SCHOULER,Dress,1334.0,
PUSHBUTTON,Dress,729.67,
PUSHBUTTON,Skirt,455.5,
PUSHBUTTON,Top,425.0,
PUSHBUTTON,Jacket,627.5,
PUSHBUTTON,Pants,439.83,
R13,Top,505.56,
R13,Pants,760.0,
R13,Jacket,1310.0,
RACHEL ZOE,Pants,380.0,
RACHEL ZOE,Top,311.25,
RACHEL ZOE,Skirt,405.0,
RACHEL ZOE,Jacket,426.67,
RACIL,Top,438.33,
RACIL,Pants,479.29,
RACIL,Jacket,900.71,
RAG & BONE,Top,124.0,
RAG & BONE,Pants,527.0,
RAG & BONE,Skirt,245.0,
RAG & BONE,Jacket,562.5,
RE/DONE,Pants,576.25,
RE/DONE,Skirt,480.0,
RE/DONE,Top,149.8,
RE/DONE,Jacket,998.75,
REBECCA VALLANCE,Pants,307.0,
REBECCA VALLANCE,Top,346.5,
REBECCA VALLANCE,Skirt,386.5,
REEM ACRA,Top,1340.0,
REJINA PYO,Dress,900.0,
REJINA PYO,Jacket,718.75,
REJINA PYO,Pants,579.0,
REJINA PYO,Top,418.33,
RICK OWENS,Pants,920.62,
RICK OWENS,Dress,970.0,
RICK OWENS,Top,770.0,
RICK OWENS,Jacket,1453.33,
RICK OWENS,Skirt,502.0,
ROKH,Skirt,417.25,
ROKH,Top,431.5,
ROKH,Jacket,1022.67,
ROKH,Pants,437.0,
ROKSANDA,Pants,1042.5,
ROKSANDA,Jacket,1581.67,
ROKSANDA,Skirt,910.0,
ROKSANDA,Top,790.4,
ROLAND MOURET,Jacket,1047.5,
ROLAND MOURET,Dress,1115.0,
ROLAND MOURET,Skirt,528.75,
ROLAND MOURET,Pants,788.33,
ROLAND MOURET,Top,801.04,
ROSETTA GETTY,Top,753.5,
ROSETTA GETTY,Skirt,826.0,
ROSETTA GETTY,Jacket,1270.0,
ROSETTA GETTY,Pants,742.0,
ROSIE ASSOULIN,Skirt,1688.4,
ROSIE ASSOULIN,Jacket,1522.0,
ROSIE ASSOULIN,Pants,1209.8,
ROSIE ASSOULIN,Top,894.67,
RTA,Pants,665.25,
RTA,Top,377.5,
RTA,Skirt,250.0,
RTA,Jacket,597.5,
SACAI,Jacket,1826.67,
SAFIYAA,Jacket,957.5,
SAINT LAURENT,Skirt,1686.09,
SAINT LAURENT,Top,929.96,
SAINT LAURENT,Pants,1393.44,
SAINT LAURENT,Jacket,2646.26,
SALONI,Top,225.0,
SEA,Skirt,422.5,
SEA,Pants,572.5,
SEA,Top,487.5,
SEE BY CHLOÉ,Pants,337.5,
SEE BY CHLOÉ,Skirt,323.0,
SEE BY CHLOÉ,Jacket,500.0,
SEE BY CHLOÉ,Top,292.73,
SELF-PORTRAIT,Top,293.33,
SELF-PORTRAIT,Skirt,295.0,
SID NEIGUM,Skirt,230.0,
SIES MARJAN,Jacket,1421.0,
SIES MARJAN,Top,651.0,
SIES MARJAN,Skirt,785.0,
SIES MARJAN,Pants,866.11,
SILVIA TCHERASSI,Top,634.29,
SILVIA TCHERASSI,Skirt,812.25,
SIMONE ROCHA,Skirt,1037.5,
SIMONE ROCHA,Pants,552.5,
SIMONE ROCHA,Top,487.14,
SOLACE LONDON,Pants,329.0,
SOLACE LONDON,Top,346.5,
SONIA RYKIEL,Pants,990.0,
SPRWMN,Top,485.83,
SPRWMN,Jacket,1588.33,
SPRWMN,Skirt,785.0,
SPRWMN,Pants,1281.84,
STAND STUDIO,Jacket,399.75,
STAND STUDIO,Top,479.5,
STAND STUDIO,Pants,340.14,
STAND STUDIO,Skirt,397.0,
TEMPERLEY LONDON,Skirt,869.67,
TEMPERLEY LONDON,Pants,750.67,
TEMPERLEY LONDON,Top,593.6,
TEMPERLEY LONDON,Jacket,782.67,
THE RANGE,Top,197.52,
THE RANGE,Pants,309.75,
THE ROW,Top,1074.81,
THE ROW,Pants,1225.36,
THE ROW,Skirt,1778.5,
THE ROW,Jacket,2871.47,
THEORY,Skirt,470.0,
THEORY,Jacket,565.0,
THEORY,Top,314.13,
THEORY,Pants,401.9,
THOM BROWNE,Skirt,1260.0,
THOM BROWNE,Jacket,1955.0,
THOM BROWNE,Pants,1323.33,
THOM BROWNE,Top,680.0,
TIBI,Top,382.0,
TIBI,Skirt,561.11,
TIBI,Pants,609.0,
TIBI,Jacket,837.0,
TOM FORD,Top,1130.0,
TOM FORD,Skirt,1120.0,
TOM FORD,Jacket,3000.0,
TOM FORD,Pants,1540.0,
TORY BURCH,Pants,346.5,
TORY BURCH,Top,378.33,
TORY BURCH,Skirt,437.33,
ULLA JOHNSON,Skirt,604.71,
ULLA JOHNSON,Pants,485.0,
ULLA JOHNSON,Top,424.45,
ULLA JOHNSON,Jacket,685.0,
VALENTINO,Pants,1135.0,
VALENTINO,Top,1232.27,
VALENTINO,Jacket,3153.33,
VALENTINO,Dress,3980.0,
VALENTINO,Skirt,2044.29,
VANESSA BRUNO,Jacket,795.0,
VANESSA BRUNO,Top,273.75,
VANESSA BRUNO,Skirt,267.86,
VANESSA BRUNO,Pants,278.33,
VERONICA BEARD,Pants,409.17,
VERONICA BEARD,Jacket,752.86,
VERONICA BEARD,Skirt,452.5,
VERONICA BEARD,Top,340.0,
VERSACE,Dress,1680.0,
VERSACE,Pants,712.0,
VERSACE,Jacket,2602.86,
VERSACE,Skirt,1148.18,
VERSACE,Top,649.46,
VETEMENTS,Skirt,1070.0,
VETEMENTS,Jacket,1277.5,
VETEMENTS,Pants,705.0,
VETEMENTS,Dress,1350.0,
VICTORIA BECKHAM,Jacket,1700.0,
VICTORIA BECKHAM,Dress,1950.0,
VICTORIA BECKHAM,Pants,857.14,
VICTORIA BECKHAM,Skirt,896.0,
VICTORIA BECKHAM,Top,769.17,
"VICTORIA, VICTORIA BECKHAM",Pants,383.86,
"VICTORIA, VICTORIA BECKHAM",Skirt,435.5,
"VICTORIA, VICTORIA BECKHAM",Jacket,447.5,
"VICTORIA, VICTORIA BECKHAM",Top,302.57,
VIVIENNE WESTWOOD,Top,545.0,
WE ARE LEONE,Jacket,506.0,
WOLFORD,Pants,144.0,
WOLFORD,Top,165.85,
YVES SALOMON,Jacket,2600.0,
ZIMMERMANN,Jacket,1700.0,
ZIMMERMANN,Top,564.5,
ZIMMERMANN,Skirt,1029.0,
ZIMMERMANN,Pants,457.5,
